IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 563.40, L= 663.37, L_straight= 651.75, slack= 11.62, T_bat= 25.85, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 563.50, L= 663.41, L_straight= 651.79, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 563.60, L= 663.44, L_straight= 651.82, slack= 11.62, T_bat= 25.85, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 563.70, L= 663.47, L_straight= 651.85, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 563.80, L= 663.50, L_straight= 651.88, slack= 11.62, T_bat= 25.86, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 563.90, L= 663.54, L_straight= 651.92, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.00, L= 663.57, L_straight= 651.95, slack= 11.62, T_bat= 25.86, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.10, L= 663.60, L_straight= 651.98, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.20, L= 663.64, L_straight= 652.01, slack= 11.62, T_bat= 25.86, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.30, L= 663.67, L_straight= 652.05, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.40, L= 663.70, L_straight= 652.08, slack= 11.62, T_bat= 25.86, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.50, L= 663.74, L_straight= 652.11, slack= 11.62, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.60, L= 663.77, L_straight= 652.14, slack= 11.62, T_bat= 25.87, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.70, L= 663.80, L_straight= 652.18, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.80, L= 663.84, L_straight= 652.21, slack= 11.63, T_bat= 25.87, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 564.90, L= 663.87, L_straight= 652.24, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.00, L= 663.90, L_straight= 652.27, slack= 11.63, T_bat= 25.87, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.10, L= 663.93, L_straight= 652.31, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.20, L= 663.97, L_straight= 652.34, slack= 11.63, T_bat= 25.87, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.30, L= 664.00, L_straight= 652.37, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.40, L= 664.03, L_straight= 652.40, slack= 11.63, T_bat= 25.88, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.50, L= 664.07, L_straight= 652.44, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.60, L= 664.10, L_straight= 652.47, slack= 11.63, T_bat= 25.88, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.70, L= 664.13, L_straight= 652.50, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.80, L= 664.17, L_straight= 652.53, slack= 11.63, T_bat= 25.88, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 565.90, L= 664.20, L_straight= 652.57, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.00, L= 664.23, L_straight= 652.60, slack= 11.63, T_bat= 25.88, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.10, L= 664.26, L_straight= 652.63, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.20, L= 664.30, L_straight= 652.66, slack= 11.63, T_bat= 25.89, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.30, L= 664.33, L_straight= 652.70, slack= 11.63, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.40, L= 664.36, L_straight= 652.73, slack= 11.64, T_bat= 25.89, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.50, L= 664.40, L_straight= 652.76, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.60, L= 664.43, L_straight= 652.79, slack= 11.64, T_bat= 25.89, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.70, L= 664.46, L_straight= 652.83, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.80, L= 664.50, L_straight= 652.86, slack= 11.64, T_bat= 25.89, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 566.90, L= 664.53, L_straight= 652.89, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.00, L= 664.56, L_straight= 652.92, slack= 11.64, T_bat= 25.90, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.10, L= 664.60, L_straight= 652.96, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.20, L= 664.63, L_straight= 652.99, slack= 11.64, T_bat= 25.90, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.30, L= 664.66, L_straight= 653.02, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.40, L= 664.69, L_straight= 653.05, slack= 11.64, T_bat= 25.90, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.50, L= 664.73, L_straight= 653.09, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.60, L= 664.76, L_straight= 653.12, slack= 11.64, T_bat= 25.90, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.70, L= 664.79, L_straight= 653.15, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.80, L= 664.83, L_straight= 653.18, slack= 11.64, T_bat= 25.91, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 567.90, L= 664.86, L_straight= 653.22, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.00, L= 664.89, L_straight= 653.25, slack= 11.64, T_bat= 25.91, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.10, L= 664.93, L_straight= 653.28, slack= 11.64, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.20, L= 664.96, L_straight= 653.31, slack= 11.65, T_bat= 25.91, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.30, L= 664.99, L_straight= 653.35, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.40, L= 665.02, L_straight= 653.38, slack= 11.65, T_bat= 25.91, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.50, L= 665.06, L_straight= 653.41, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.60, L= 665.09, L_straight= 653.44, slack= 11.65, T_bat= 25.92, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.70, L= 665.12, L_straight= 653.48, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.80, L= 665.16, L_straight= 653.51, slack= 11.65, T_bat= 25.92, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 568.90, L= 665.19, L_straight= 653.54, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.00, L= 665.22, L_straight= 653.57, slack= 11.65, T_bat= 25.92, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.10, L= 665.26, L_straight= 653.61, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.20, L= 665.29, L_straight= 653.64, slack= 11.65, T_bat= 25.92, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.30, L= 665.32, L_straight= 653.67, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.40, L= 665.36, L_straight= 653.70, slack= 11.65, T_bat= 25.93, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.50, L= 665.39, L_straight= 653.74, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.60, L= 665.42, L_straight= 653.77, slack= 11.65, T_bat= 25.93, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.70, L= 665.45, L_straight= 653.80, slack= 11.65, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.80, L= 665.49, L_straight= 653.83, slack= 11.65, T_bat= 25.93, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 569.90, L= 665.52, L_straight= 653.87, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.00, L= 665.55, L_straight= 653.90, slack= 11.66, T_bat= 25.93, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.10, L= 665.59, L_straight= 653.93, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.20, L= 665.62, L_straight= 653.96, slack= 11.66, T_bat= 25.94, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.30, L= 665.65, L_straight= 654.00, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.40, L= 665.69, L_straight= 654.03, slack= 11.66, T_bat= 25.94, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.50, L= 665.72, L_straight= 654.06, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.60, L= 665.75, L_straight= 654.09, slack= 11.66, T_bat= 25.94, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.70, L= 665.78, L_straight= 654.13, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.80, L= 665.82, L_straight= 654.16, slack= 11.66, T_bat= 25.94, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 570.90, L= 665.85, L_straight= 654.19, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.00, L= 665.88, L_straight= 654.22, slack= 11.66, T_bat= 25.95, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.10, L= 665.92, L_straight= 654.26, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.20, L= 665.95, L_straight= 654.29, slack= 11.66, T_bat= 25.95, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.30, L= 665.98, L_straight= 654.32, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.40, L= 666.02, L_straight= 654.35, slack= 11.66, T_bat= 25.95, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.50, L= 666.05, L_straight= 654.38, slack= 11.66, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.60, L= 666.08, L_straight= 654.42, slack= 11.67, T_bat= 25.96, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.70, L= 666.12, L_straight= 654.45, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.80, L= 666.15, L_straight= 654.48, slack= 11.67, T_bat= 25.96, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 571.90, L= 666.18, L_straight= 654.51, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.00, L= 666.21, L_straight= 654.55, slack= 11.67, T_bat= 25.96, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.10, L= 666.25, L_straight= 654.58, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.20, L= 666.28, L_straight= 654.61, slack= 11.67, T_bat= 25.96, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.30, L= 666.31, L_straight= 654.64, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.40, L= 666.35, L_straight= 654.68, slack= 11.67, T_bat= 25.97, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.50, L= 666.38, L_straight= 654.71, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.60, L= 666.41, L_straight= 654.74, slack= 11.67, T_bat= 25.97, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.70, L= 666.45, L_straight= 654.77, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.80, L= 666.48, L_straight= 654.81, slack= 11.67, T_bat= 25.97, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 572.90, L= 666.51, L_straight= 654.84, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.00, L= 666.55, L_straight= 654.87, slack= 11.67, T_bat= 25.97, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.10, L= 666.58, L_straight= 654.90, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.20, L= 666.61, L_straight= 654.94, slack= 11.67, T_bat= 25.98, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.30, L= 666.64, L_straight= 654.97, slack= 11.67, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.40, L= 666.68, L_straight= 655.00, slack= 11.68, T_bat= 25.98, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.50, L= 666.71, L_straight= 655.03, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.60, L= 666.74, L_straight= 655.07, slack= 11.68, T_bat= 25.98, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.70, L= 666.78, L_straight= 655.10, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.80, L= 666.81, L_straight= 655.13, slack= 11.68, T_bat= 25.98, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 573.90, L= 666.84, L_straight= 655.16, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.00, L= 666.88, L_straight= 655.20, slack= 11.68, T_bat= 25.99, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.10, L= 666.91, L_straight= 655.23, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.20, L= 666.94, L_straight= 655.26, slack= 11.68, T_bat= 25.99, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.30, L= 666.97, L_straight= 655.29, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.40, L= 667.01, L_straight= 655.33, slack= 11.68, T_bat= 25.99, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.50, L= 667.04, L_straight= 655.36, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.60, L= 667.07, L_straight= 655.39, slack= 11.68, T_bat= 25.99, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.70, L= 667.11, L_straight= 655.42, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.80, L= 667.14, L_straight= 655.46, slack= 11.68, T_bat= 26.00, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 574.90, L= 667.17, L_straight= 655.49, slack= 11.68, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.00, L= 667.21, L_straight= 655.52, slack= 11.68, T_bat= 26.00, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.10, L= 667.24, L_straight= 655.55, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.20, L= 667.27, L_straight= 655.59, slack= 11.69, T_bat= 26.00, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.30, L= 667.31, L_straight= 655.62, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.40, L= 667.34, L_straight= 655.65, slack= 11.69, T_bat= 26.00, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.50, L= 667.37, L_straight= 655.68, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.60, L= 667.40, L_straight= 655.72, slack= 11.69, T_bat= 26.01, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.70, L= 667.44, L_straight= 655.75, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.80, L= 667.47, L_straight= 655.78, slack= 11.69, T_bat= 26.01, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 575.90, L= 667.50, L_straight= 655.81, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.00, L= 667.54, L_straight= 655.85, slack= 11.69, T_bat= 26.01, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.10, L= 667.57, L_straight= 655.88, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.20, L= 667.60, L_straight= 655.91, slack= 11.69, T_bat= 26.01, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.30, L= 667.64, L_straight= 655.94, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.40, L= 667.67, L_straight= 655.98, slack= 11.69, T_bat= 26.02, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.50, L= 667.70, L_straight= 656.01, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.60, L= 667.73, L_straight= 656.04, slack= 11.69, T_bat= 26.02, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.70, L= 667.77, L_straight= 656.07, slack= 11.69, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.80, L= 667.80, L_straight= 656.11, slack= 11.69, T_bat= 26.02, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 576.90, L= 667.83, L_straight= 656.14, slack= 11.70, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 577.00, L= 667.87, L_straight= 656.17, slack= 11.70, T_bat= 26.02, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 577.10, L= 667.90, L_straight= 656.20, slack= 11.70, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 577.20, L= 667.93, L_straight= 656.24, slack= 11.70, T_bat= 26.03, Fy= 0.00, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 577.30, L= 667.97, L_straight= 656.27, slack= 11.70, T_bat= 0.00, Fy= 0.02, desired=  0.33, ret=  0.33, exp=PILOT_DESC_ADD_SLACK_ACC
