IC_L_7: t= 0.10, L= 403.00, L_straight= 401.12, slack=  1.88, T_bat= 0.01, T_rov= 0.26, F_drag_cable=( 0.00,  0.05), Fy_cmd=  0.00, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 412.60, L= 377.45, L_straight= 374.60, slack=  2.85, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.68), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 412.70, L= 377.39, L_straight= 374.54, slack=  2.85, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.68), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 412.80, L= 377.32, L_straight= 374.48, slack=  2.85, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.68), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 412.90, L= 377.26, L_straight= 374.42, slack=  2.85, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.67), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.00, L= 377.20, L_straight= 374.35, slack=  2.85, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.67), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.10, L= 377.14, L_straight= 374.29, slack=  2.85, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.66), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.20, L= 377.08, L_straight= 374.23, slack=  2.85, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.66), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.30, L= 377.01, L_straight= 374.17, slack=  2.85, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.66), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.40, L= 376.95, L_straight= 374.11, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.65), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.50, L= 376.89, L_straight= 374.05, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.65), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.60, L= 376.83, L_straight= 373.98, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.65), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.70, L= 376.77, L_straight= 373.92, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.64), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.80, L= 376.70, L_straight= 373.86, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.64), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 413.90, L= 376.64, L_straight= 373.80, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.64), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.00, L= 376.58, L_straight= 373.74, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.63), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.10, L= 376.52, L_straight= 373.68, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.63), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.20, L= 376.46, L_straight= 373.61, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.63), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.30, L= 376.39, L_straight= 373.55, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.62), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.40, L= 376.33, L_straight= 373.49, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.62), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.50, L= 376.27, L_straight= 373.43, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.61), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.60, L= 376.21, L_straight= 373.37, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.61), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.70, L= 376.14, L_straight= 373.31, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.61), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.80, L= 376.08, L_straight= 373.24, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.60), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 414.90, L= 376.02, L_straight= 373.18, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.60), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.00, L= 375.96, L_straight= 373.12, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.60), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.10, L= 375.90, L_straight= 373.06, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.59), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.20, L= 375.83, L_straight= 373.00, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.59), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.30, L= 375.77, L_straight= 372.94, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.59), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.40, L= 375.71, L_straight= 372.87, slack=  2.84, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.58), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.50, L= 375.65, L_straight= 372.81, slack=  2.84, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.58), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.60, L= 375.59, L_straight= 372.75, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.58), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.70, L= 375.52, L_straight= 372.69, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.57), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.80, L= 375.46, L_straight= 372.63, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.57), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 415.90, L= 375.40, L_straight= 372.57, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.56), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.00, L= 375.34, L_straight= 372.50, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.56), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.10, L= 375.28, L_straight= 372.44, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.56), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.20, L= 375.21, L_straight= 372.38, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.55), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.30, L= 375.15, L_straight= 372.32, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.55), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.40, L= 375.09, L_straight= 372.26, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.55), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.50, L= 375.03, L_straight= 372.20, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.54), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.60, L= 374.96, L_straight= 372.13, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.54), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.70, L= 374.90, L_straight= 372.07, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.54), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.80, L= 374.84, L_straight= 372.01, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.53), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 416.90, L= 374.78, L_straight= 371.95, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.53), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.00, L= 374.72, L_straight= 371.89, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.53), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.10, L= 374.65, L_straight= 371.83, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.52), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.20, L= 374.59, L_straight= 371.77, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.52), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.30, L= 374.53, L_straight= 371.70, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.51), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.40, L= 374.47, L_straight= 371.64, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.51), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.50, L= 374.41, L_straight= 371.58, slack=  2.83, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.51), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.60, L= 374.34, L_straight= 371.52, slack=  2.83, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.50), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.70, L= 374.28, L_straight= 371.46, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.50), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.80, L= 374.22, L_straight= 371.40, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.50), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 417.90, L= 374.16, L_straight= 371.33, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.49), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.00, L= 374.10, L_straight= 371.27, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.49), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.10, L= 374.03, L_straight= 371.21, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.49), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.20, L= 373.97, L_straight= 371.15, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.48), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.30, L= 373.91, L_straight= 371.09, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.48), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.40, L= 373.85, L_straight= 371.03, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.48), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.50, L= 373.79, L_straight= 370.96, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.47), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.60, L= 373.72, L_straight= 370.90, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.47), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.70, L= 373.66, L_straight= 370.84, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.47), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.80, L= 373.60, L_straight= 370.78, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.46), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 418.90, L= 373.54, L_straight= 370.72, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.46), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.00, L= 373.47, L_straight= 370.66, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.45), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.10, L= 373.41, L_straight= 370.59, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.45), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.20, L= 373.35, L_straight= 370.53, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.45), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.30, L= 373.29, L_straight= 370.47, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.44), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.40, L= 373.23, L_straight= 370.41, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.47, -21.44), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.50, L= 373.16, L_straight= 370.35, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.47, -21.44), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.60, L= 373.10, L_straight= 370.29, slack=  2.82, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.43), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.70, L= 373.04, L_straight= 370.22, slack=  2.82, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.43), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.80, L= 372.98, L_straight= 370.16, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.43), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 419.90, L= 372.92, L_straight= 370.10, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.42), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.00, L= 372.85, L_straight= 370.04, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.42), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.10, L= 372.79, L_straight= 369.98, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.42), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.20, L= 372.73, L_straight= 369.92, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.41), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.30, L= 372.67, L_straight= 369.85, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.41), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.40, L= 372.61, L_straight= 369.79, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.40), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.50, L= 372.54, L_straight= 369.73, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.40), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.60, L= 372.48, L_straight= 369.67, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.40), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.70, L= 372.42, L_straight= 369.61, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.39), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.80, L= 372.36, L_straight= 369.55, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.39), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 420.90, L= 372.29, L_straight= 369.49, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.39), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.00, L= 372.23, L_straight= 369.42, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.38), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.10, L= 372.17, L_straight= 369.36, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.38), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.20, L= 372.11, L_straight= 369.30, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.38), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.30, L= 372.05, L_straight= 369.24, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.37), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.40, L= 371.98, L_straight= 369.18, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.37), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.50, L= 371.92, L_straight= 369.12, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.37), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.60, L= 371.86, L_straight= 369.05, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.36), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.70, L= 371.80, L_straight= 368.99, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.36), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.80, L= 371.74, L_straight= 368.93, slack=  2.81, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.35), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 421.90, L= 371.67, L_straight= 368.87, slack=  2.81, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.35), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.00, L= 371.61, L_straight= 368.81, slack=  2.80, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.35), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.10, L= 371.55, L_straight= 368.75, slack=  2.80, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.34), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.20, L= 371.49, L_straight= 368.68, slack=  2.80, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.34), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.30, L= 371.43, L_straight= 368.62, slack=  2.80, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.34), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.40, L= 371.36, L_straight= 368.56, slack=  2.80, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.33), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.50, L= 371.30, L_straight= 368.50, slack=  2.80, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.33), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.60, L= 371.24, L_straight= 368.44, slack=  2.80, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.33), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.70, L= 371.18, L_straight= 368.38, slack=  2.80, T_bat= 0.45, T_rov= 7.11, F_drag_cable=( 0.46, -21.32), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 422.80, L= 371.12, L_straight= 368.31, slack=  2.80, T_bat= 0.30, T_rov= 7.11, F_drag_cable=( 0.46, -21.32), Fy_cmd= 50.00, desired= -0.62, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
