[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=500.00
IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.80, L= 513.00, L_straight= 505.67, slack=  7.33, T_bat= 4.66, T_rov= 0.50, F_drag_cable=( 0.00,  0.26), Fy_cmd=  0.00, desired= -0.68, ret=  0.26, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 20.90, L= 513.03, L_straight= 505.68, slack=  7.35, T_bat= 4.26, T_rov= 0.50, F_drag_cable=( 0.00,  0.03), Fy_cmd=  0.00, desired= -0.88, ret=  0.21, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.00, L= 513.05, L_straight= 505.68, slack=  7.37, T_bat= 3.90, T_rov= 0.50, F_drag_cable=( 0.00, -0.02), Fy_cmd=  0.00, desired= -1.00, ret=  0.16, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.10, L= 513.07, L_straight= 505.67, slack=  7.40, T_bat= 3.57, T_rov= 0.50, F_drag_cable=( 0.00, -0.21), Fy_cmd=  0.00, desired= -1.00, ret=  0.11, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.20, L= 513.08, L_straight= 505.66, slack=  7.41, T_bat= 3.25, T_rov= 0.50, F_drag_cable=( 0.00, -0.58), Fy_cmd=  0.00, desired= -1.00, ret=  0.06, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.30, L= 513.08, L_straight= 505.65, slack=  7.43, T_bat= 2.94, T_rov= 0.50, F_drag_cable=( 0.00, -1.09), Fy_cmd=  0.00, desired= -1.00, ret=  0.01, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.40, L= 513.08, L_straight= 505.64, slack=  7.44, T_bat= 2.66, T_rov= 0.50, F_drag_cable=( 0.00, -1.70), Fy_cmd=  0.00, desired= -1.00, ret= -0.04, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.50, L= 513.08, L_straight= 505.63, slack=  7.46, T_bat= 2.41, T_rov= 0.50, F_drag_cable=( 0.00, -2.37), Fy_cmd=  0.00, desired= -1.00, ret= -0.09, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.60, L= 513.07, L_straight= 505.61, slack=  7.46, T_bat= 2.18, T_rov= 0.50, F_drag_cable=( 0.00, -3.04), Fy_cmd=  0.00, desired= -1.00, ret= -0.14, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.70, L= 513.06, L_straight= 505.59, slack=  7.47, T_bat= 1.97, T_rov= 0.50, F_drag_cable=( 0.00, -3.69), Fy_cmd=  0.00, desired= -1.00, ret= -0.19, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.80, L= 513.04, L_straight= 505.57, slack=  7.47, T_bat= 1.78, T_rov= 0.50, F_drag_cable=( 0.00, -4.30), Fy_cmd=  0.00, desired= -1.00, ret= -0.24, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 21.90, L= 513.02, L_straight= 505.55, slack=  7.47, T_bat= 1.61, T_rov= 0.50, F_drag_cable=( 0.00, -4.84), Fy_cmd=  0.00, desired= -1.00, ret= -0.29, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.00, L= 512.99, L_straight= 505.53, slack=  7.46, T_bat= 1.46, T_rov= 0.50, F_drag_cable=( 0.00, -5.32), Fy_cmd=  0.00, desired= -1.00, ret= -0.34, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.10, L= 512.95, L_straight= 505.50, slack=  7.45, T_bat= 1.32, T_rov= 0.50, F_drag_cable=( 0.00, -5.73), Fy_cmd=  0.00, desired= -1.00, ret= -0.39, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.20, L= 512.91, L_straight= 505.48, slack=  7.44, T_bat= 1.19, T_rov= 0.50, F_drag_cable=( 0.00, -6.07), Fy_cmd=  0.00, desired= -1.00, ret= -0.44, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.30, L= 512.87, L_straight= 505.45, slack=  7.42, T_bat= 1.08, T_rov= 0.50, F_drag_cable=( 0.00, -6.36), Fy_cmd=  0.00, desired= -1.00, ret= -0.49, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.40, L= 512.82, L_straight= 505.43, slack=  7.39, T_bat= 0.98, T_rov= 0.50, F_drag_cable=( 0.00, -6.60), Fy_cmd=  0.00, desired= -1.00, ret= -0.54, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.50, L= 512.77, L_straight= 505.40, slack=  7.36, T_bat= 0.88, T_rov= 0.50, F_drag_cable=( 0.00, -6.79), Fy_cmd=  0.00, desired= -1.00, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.60, L= 512.71, L_straight= 505.38, slack=  7.33, T_bat= 0.80, T_rov= 0.50, F_drag_cable=( 0.00, -6.95), Fy_cmd=  0.00, desired= -1.00, ret= -0.63, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.70, L= 512.65, L_straight= 505.35, slack=  7.29, T_bat= 0.72, T_rov= 0.50, F_drag_cable=( 0.00, -7.08), Fy_cmd=  0.00, desired= -1.00, ret= -0.66, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.80, L= 512.58, L_straight= 505.33, slack=  7.25, T_bat= 0.66, T_rov= 0.50, F_drag_cable=( 0.00, -7.18), Fy_cmd=  0.00, desired= -1.00, ret= -0.70, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 22.90, L= 512.51, L_straight= 505.30, slack=  7.21, T_bat= 0.59, T_rov= 0.50, F_drag_cable=( 0.00, -7.26), Fy_cmd=  0.00, desired= -1.00, ret= -0.73, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.00, L= 512.44, L_straight= 505.27, slack=  7.16, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00, -7.33), Fy_cmd=  0.00, desired= -1.00, ret= -0.75, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.10, L= 512.36, L_straight= 505.25, slack=  7.12, T_bat= 0.49, T_rov= 0.50, F_drag_cable=( 0.00, -7.38), Fy_cmd=  0.00, desired= -1.00, ret= -0.78, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.20, L= 512.29, L_straight= 505.22, slack=  7.06, T_bat= 0.44, T_rov= 0.50, F_drag_cable=( 0.00, -7.42), Fy_cmd=  0.00, desired= -1.00, ret= -0.80, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.30, L= 512.21, L_straight= 505.19, slack=  7.01, T_bat= 0.41, T_rov= 0.50, F_drag_cable=( 0.00, -7.45), Fy_cmd=  0.00, desired= -1.00, ret= -0.82, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.40, L= 512.12, L_straight= 505.17, slack=  6.96, T_bat= 0.39, T_rov= 0.50, F_drag_cable=( 0.00, -7.48), Fy_cmd=  0.00, desired= -1.00, ret= -0.84, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.50, L= 512.04, L_straight= 505.14, slack=  6.90, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -7.50), Fy_cmd=  0.00, desired= -1.00, ret= -0.85, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.60, L= 511.95, L_straight= 505.11, slack=  6.84, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.51), Fy_cmd=  0.00, desired= -1.00, ret= -0.87, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.70, L= 511.87, L_straight= 505.09, slack=  6.78, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.53), Fy_cmd=  0.00, desired= -1.00, ret= -0.88, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.80, L= 511.78, L_straight= 505.06, slack=  6.72, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.54), Fy_cmd=  0.00, desired= -1.00, ret= -0.89, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 23.90, L= 511.69, L_straight= 505.03, slack=  6.66, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.54), Fy_cmd=  0.00, desired= -1.00, ret= -0.90, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.00, L= 511.60, L_straight= 505.01, slack=  6.59, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.55), Fy_cmd=  0.00, desired= -1.00, ret= -0.91, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.10, L= 511.51, L_straight= 504.98, slack=  6.53, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.55), Fy_cmd=  0.00, desired= -1.00, ret= -0.92, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.20, L= 511.42, L_straight= 504.95, slack=  6.46, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.93, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.30, L= 511.32, L_straight= 504.93, slack=  6.40, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.94, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.40, L= 511.23, L_straight= 504.90, slack=  6.33, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.94, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.50, L= 511.13, L_straight= 504.87, slack=  6.26, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.95, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.60, L= 511.04, L_straight= 504.85, slack=  6.19, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.95, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.70, L= 510.94, L_straight= 504.82, slack=  6.12, T_bat= 0.36, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.96, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.80, L= 510.85, L_straight= 504.79, slack=  6.05, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.96, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 24.90, L= 510.75, L_straight= 504.77, slack=  5.99, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.97, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.00, L= 510.65, L_straight= 504.74, slack=  5.92, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.97, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.10, L= 510.56, L_straight= 504.71, slack=  5.85, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.97, exp=PILOT_ASC_REMOVE_SLACK_ACC
[SCEN] t=25.20 scen=Fy crit=(e1>10:20) T_bat=0.3674864806170534 y=-504.69 x=0.00 L=510.46
IC_L_7: t= 25.20, L= 510.46, L_straight= 504.69, slack=  5.77, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -7.56), Fy_cmd=  0.00, desired= -1.00, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.30, L= 510.36, L_straight= 504.66, slack=  5.71, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -9.39), Fy_cmd= 20.00, desired= -1.00, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.40, L= 510.27, L_straight= 504.62, slack=  5.64, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -12.91), Fy_cmd= 20.00, desired= -1.00, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.50, L= 510.17, L_straight= 504.58, slack=  5.59, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -15.88), Fy_cmd= 20.00, desired= -1.00, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.60, L= 510.07, L_straight= 504.54, slack=  5.53, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -18.19), Fy_cmd= 20.00, desired= -1.00, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.70, L= 509.97, L_straight= 504.50, slack=  5.47, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -19.90), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.80, L= 509.87, L_straight= 504.45, slack=  5.42, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -21.11), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 25.90, L= 509.77, L_straight= 504.41, slack=  5.37, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -21.96), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.00, L= 509.67, L_straight= 504.36, slack=  5.31, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -22.54), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.10, L= 509.58, L_straight= 504.31, slack=  5.26, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -22.93), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.20, L= 509.48, L_straight= 504.27, slack=  5.21, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.19), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.30, L= 509.38, L_straight= 504.22, slack=  5.16, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.36), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.40, L= 509.28, L_straight= 504.17, slack=  5.11, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.47), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.50, L= 509.18, L_straight= 504.12, slack=  5.05, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.55), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.60, L= 509.08, L_straight= 504.08, slack=  5.00, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.59), Fy_cmd= 20.00, desired= -1.00, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.70, L= 508.98, L_straight= 504.03, slack=  4.95, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.62), Fy_cmd= 20.00, desired= -1.00, ret= -1.00, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.80, L= 508.88, L_straight= 503.98, slack=  4.90, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.64), Fy_cmd= 20.00, desired= -1.00, ret= -1.00, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 26.90, L= 508.78, L_straight= 503.93, slack=  4.85, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.65), Fy_cmd= 20.00, desired= -1.00, ret= -1.00, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.00, L= 508.68, L_straight= 503.89, slack=  4.79, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.66), Fy_cmd= 20.00, desired= -1.00, ret= -1.00, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.10, L= 508.58, L_straight= 503.84, slack=  4.74, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.66), Fy_cmd= 20.00, desired= -0.98, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.20, L= 508.48, L_straight= 503.79, slack=  4.69, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.66), Fy_cmd= 20.00, desired= -0.96, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.30, L= 508.38, L_straight= 503.74, slack=  4.64, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.66), Fy_cmd= 20.00, desired= -0.94, ret= -0.99, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.40, L= 508.28, L_straight= 503.70, slack=  4.59, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.66), Fy_cmd= 20.00, desired= -0.92, ret= -0.98, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.50, L= 508.19, L_straight= 503.65, slack=  4.54, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.65), Fy_cmd= 20.00, desired= -0.90, ret= -0.97, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.60, L= 508.09, L_straight= 503.60, slack=  4.49, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.65), Fy_cmd= 20.00, desired= -0.88, ret= -0.96, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.70, L= 507.99, L_straight= 503.55, slack=  4.44, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.65), Fy_cmd= 20.00, desired= -0.86, ret= -0.95, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.80, L= 507.90, L_straight= 503.51, slack=  4.39, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.64), Fy_cmd= 20.00, desired= -0.84, ret= -0.94, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 27.90, L= 507.80, L_straight= 503.46, slack=  4.34, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.64), Fy_cmd= 20.00, desired= -0.83, ret= -0.93, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.00, L= 507.71, L_straight= 503.41, slack=  4.30, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.63), Fy_cmd= 20.00, desired= -0.81, ret= -0.92, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.10, L= 507.62, L_straight= 503.36, slack=  4.25, T_bat= 0.37, T_rov= 0.50, F_drag_cable=( 0.00, -23.63), Fy_cmd= 20.00, desired= -0.79, ret= -0.91, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.20, L= 507.53, L_straight= 503.32, slack=  4.21, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.62), Fy_cmd= 20.00, desired= -0.77, ret= -0.89, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.30, L= 507.44, L_straight= 503.27, slack=  4.17, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.62), Fy_cmd= 20.00, desired= -0.76, ret= -0.88, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.40, L= 507.35, L_straight= 503.22, slack=  4.13, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.62), Fy_cmd= 20.00, desired= -0.74, ret= -0.86, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.50, L= 507.26, L_straight= 503.17, slack=  4.09, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.61), Fy_cmd= 20.00, desired= -0.73, ret= -0.85, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.60, L= 507.18, L_straight= 503.13, slack=  4.05, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.61), Fy_cmd= 20.00, desired= -0.71, ret= -0.84, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.70, L= 507.09, L_straight= 503.08, slack=  4.02, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.60), Fy_cmd= 20.00, desired= -0.70, ret= -0.82, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.80, L= 507.01, L_straight= 503.03, slack=  3.98, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.60), Fy_cmd= 20.00, desired= -0.68, ret= -0.81, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 28.90, L= 506.93, L_straight= 502.98, slack=  3.95, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.60), Fy_cmd= 20.00, desired= -0.67, ret= -0.80, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.00, L= 506.85, L_straight= 502.94, slack=  3.92, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.59), Fy_cmd= 20.00, desired= -0.66, ret= -0.78, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.10, L= 506.77, L_straight= 502.89, slack=  3.89, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.59), Fy_cmd= 20.00, desired= -0.65, ret= -0.77, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.20, L= 506.70, L_straight= 502.84, slack=  3.86, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.59), Fy_cmd= 20.00, desired= -0.63, ret= -0.75, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.30, L= 506.62, L_straight= 502.79, slack=  3.83, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.58), Fy_cmd= 20.00, desired= -0.62, ret= -0.74, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.40, L= 506.55, L_straight= 502.75, slack=  3.80, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.58), Fy_cmd= 20.00, desired= -0.61, ret= -0.73, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.50, L= 506.47, L_straight= 502.70, slack=  3.78, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.58), Fy_cmd= 20.00, desired= -0.60, ret= -0.72, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.60, L= 506.40, L_straight= 502.65, slack=  3.75, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.57), Fy_cmd= 20.00, desired= -0.59, ret= -0.70, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.70, L= 506.33, L_straight= 502.60, slack=  3.73, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.57), Fy_cmd= 20.00, desired= -0.58, ret= -0.69, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.80, L= 506.26, L_straight= 502.56, slack=  3.71, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.57), Fy_cmd= 20.00, desired= -0.58, ret= -0.68, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 29.90, L= 506.20, L_straight= 502.51, slack=  3.69, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.56), Fy_cmd= 20.00, desired= -0.57, ret= -0.67, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.00, L= 506.13, L_straight= 502.46, slack=  3.67, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.56), Fy_cmd= 20.00, desired= -0.56, ret= -0.66, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.10, L= 506.06, L_straight= 502.41, slack=  3.65, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.56), Fy_cmd= 20.00, desired= -0.55, ret= -0.65, exp=PILOT_ASC_REMOVE_SLACK_ACC
[SCEN] t=30.20 scen=Fy crit=(e1>15:50) T_bat=0.375 y=-502.37 x=0.00 L=506.00
IC_L_7: t= 30.20, L= 506.00, L_straight= 502.37, slack=  3.63, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -23.55), Fy_cmd= 20.00, desired= -0.55, ret= -0.64, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.30, L= 505.93, L_straight= 502.31, slack=  3.62, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -28.06), Fy_cmd= 50.00, desired= -0.54, ret= -0.63, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.40, L= 505.87, L_straight= 502.26, slack=  3.62, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -35.50), Fy_cmd= 50.00, desired= -0.54, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.50, L= 505.81, L_straight= 502.19, slack=  3.62, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -40.43), Fy_cmd= 50.00, desired= -0.54, ret= -0.61, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.60, L= 505.75, L_straight= 502.13, slack=  3.62, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -43.47), Fy_cmd= 50.00, desired= -0.54, ret= -0.60, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.70, L= 505.69, L_straight= 502.06, slack=  3.63, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -45.26), Fy_cmd= 50.00, desired= -0.54, ret= -0.60, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.80, L= 505.63, L_straight= 502.00, slack=  3.63, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -46.28), Fy_cmd= 50.00, desired= -0.55, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 30.90, L= 505.57, L_straight= 501.93, slack=  3.64, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -46.86), Fy_cmd= 50.00, desired= -0.55, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
